0,1,66,0,CLASS003,6.521,0,school,STATUS008,3,DL,1,TY,0,3,8,0.375,20,1,-999,-999
1,7,29,26,CLASS002,0.066,1,recruit,STATUS007,16,DL,1,LH,1,40,121,0.330578512,1781,29,0,0
0,12,59,31,CLASS002,0.005,0,leave,STATUS008,6,DL,1,ZH,0,3,4,0.75,4,4,18,1
1,1,-999,22,CLASS002,0.088,0,gov,STATUS008,6,DL,1,TY,-999,-999,-999,-999,-999,1,2,0
0,11,17,16,CLASS005,8.216,0,transfer,STATUS004,21,DL,1,other,0,80,194,0.412371134,259,4,0,0
1,2,57,6,CLASS002,0.09,0,other,STATUS008,14,IDL,0,other,0,1,1,1,1,1,-999,-999
0,1,43,12,CLASS004,5.918,0,center,STATUS006,3,DL,1,other,1,7,20,0.35,10,1,0,0
1,146,71,22,CLASS002,8.567,0,train,STATUS006,9,DL,1,LH,0,4,15,0.266666667,10,4,2,1
0,1,55,6,CLASS002,0.107,0,other,STATUS008,6,DL,1,other,0,7,9,0.777777778,16,1,-999,-999
0,3,71,10,CLASS002,1.184,1,other,STATUS007,15,DL,1,other,0,1,5,0.2,2,2,-999,-999
1,2,36,8,CLASS003,0.101,0,self_recruitment,STATUS007,18,DL,1,LH,1,11,18,0.611111111,21,1,-999,-999
0,33,69,38,CLASS002,2.575,0,train,STATUS006,5,DL,1,LH,0,8,41,0.195121951,10,6,2,10
0,3,-999,12,CLASS002,0.496,0,interior,STATUS006,6,DL,1,GL,-999,-999,-999,-999,-999,1,0,0
0,1,71,2,CLASS002,0.855,0,recruit,STATUS008,7,IDL,0,GL,0,1,5,0.2,2,1,-999,-999
0,10,75,35,CLASS002,0.11,0,gov,STATUS008,6,DL,1,TY,0,0,3,0,0,1,4,2
1,4,-999,8,CLASS002,0.093,0,other,STATUS008,4,DL,1,other,-999,-999,-999,-999,-999,1,-999,-999
0,4,52,68,CLASS002,0.005,0,network,STATUS007,1,DL,1,other,0,18,55,0.327272727,43,3,4,0
0,21,66,28,CLASS003,5.556,0,gov,STATUS008,6,DL,1,other,0,4,10,0.4,8,3,0,0
1,5,56,21,CLASS003,5.548,0,center,STATUS008,3,DL,1,ZH,0,7,10,0.7,16,1,2,0
0,34,60,52,CLASS002,0.041,0,other,STATUS008,1,DL,1,other,0,4,6,0.666666667,5,6,0,2
1,6,57,16,CLASS002,0.011,0,network,STATUS008,6,DL,1,ZH,0,1,1,1,1,1,2,2
0,22,-999,29,CLASS002,0.041,1,other,STATUS008,4,DL,1,other,-999,-999,-999,-999,-999,1,4,5
1,6,48,12,CLASS002,0.452,0,dispatch,STATUS008,6,DL,1,TY,0,18,40,0.45,150,2,2,0
1,4,52,15,CLASS002,0.016,0,leave,STATUS007,6,DL,1,ZH,1,2,2,1,7,2,2,0
0,9,61,14,CLASS002,0.852,1,other,STATUS007,4,DL,1,other,0,1,2,0.5,2,1,-999,1
0,1,-999,0,CLASS002,0.055,0,interior,STATUS006,6,DL,1,TY,-999,-999,-999,-999,-999,1,-999,-999
1,10,-999,55,CLASS002,0.688,0,train,STATUS006,11,DL,1,LH,-999,-999,-999,-999,-999,1,4,1
1,2,-999,6,CLASS002,0.033,0,interior,STATUS006,6,DL,1,GL,-999,-999,-999,-999,-999,1,-999,-999
1,4,46,8,CLASS002,1.838,0,self,STATUS008,17,DL,1,GL,1,5,7,0.714285714,21,1,-999,2
0,1,63,6,CLASS002,0.74,0,interior,STATUS008,6,DL,1,GL,0,2,4,0.5,36,1,-999,-999
1,6,71,20,CLASS002,0.052,1,center,STATUS007,6,DL,1,other,0,0,2,0,0,2,4,0
0,1,57,0,CLASS002,1.077,0,train,STATUS008,3,DL,1,GL,0,1,1,1,1,1,-999,-999
0,1,57,0,CLASS002,0.082,0,center,STATUS007,6,DL,1,other,0,1,1,1,1,1,-999,-999
0,3,75,12,CLASS002,0.551,0,train,STATUS006,11,DL,1,LH,0,0,3,0,0,1,0,0
0,8,20,9,CLASS002,1.929,0,gov,STATUS006,6,DL,1,TY,3,19,25,0.76,70,3,-999,1
0,2,-999,12,CLASS002,0.11,0,train,STATUS007,6,DL,1,LH,-999,-999,-999,-999,-999,1,0,0
1,9,9,41,CLASS002,0.052,0,interior,STATUS008,1,DL,1,other,3,53,96,0.552083333,150,5,14,1
1,21,19,56,CLASS004,10.595,0,other,STATUS004,6,DL,1,other,0,76,205,0.370731707,415,9,30,0
1,1,49,0,CLASS002,0.573,0,transfer,STATUS008,6,DL,1,ZH,1,1,6,0.166666667,2,1,-999,-999
0,13,-999,10,CLASS002,0.721,1,transfer,STATUS007,12,DL,1,other,-999,-999,-999,-999,-999,4,-999,-999
0,4,60,12,CLASS002,0.118,0,gov,STATUS006,6,DL,1,TY,0,8,18,0.444444444,105,1,4,2
1,65,32,52,CLASS002,0.09,1,other,STATUS008,17,DL,1,other,0,35,59,0.593220339,2421,23,2,30
1,10,-999,28,CLASS002,0.085,0,other,STATUS008,1,DL,1,other,-999,-999,-999,-999,-999,1,-999,5
0,2,75,7,CLASS002,0.868,0,leave,STATUS008,6,DL,1,ZH,0,0,3,0,0,1,-999,1
0,6,51,24,CLASS002,0.101,0,interior,STATUS007,14,IDL,0,TY,1,2,3,0.666666667,4,2,0,0
1,4,60,8,CLASS002,0.608,1,interior,STATUS006,14,IDL,0,TY,0,5,8,0.625,50,4,2,0
0,12,71,15,CLASS003,7.173,0,school,STATUS008,3,DL,1,TY,0,0,2,0,0,3,2,0
0,4,58,7,CLASS002,0.2,0,dispatch,STATUS008,6,DL,1,GL,0,4,5,0.8,19,2,-999,1
1,6,61,12,CLASS003,3.668,0,gov,STATUS008,6,DL,1,TY,0,11,39,0.282051282,24,2,4,2
1,20,65,28,CLASS002,2.619,0,interior,STATUS008,6,DL,1,GL,0,0,1,0,0,5,2,1
1,1,52,8,CLASS002,0.679,0,gov,STATUS008,6,DL,1,TY,1,1,2,0.5,2,1,-999,-999
0,7,65,17,CLASS002,2.942,0,self,STATUS008,6,DL,1,GL,0,1,3,0.333333333,1,4,4,1
0,32,69,73,CLASS002,0.079,0,interior,STATUS008,1,DL,1,other,0,2,7,0.285714286,4,8,16,0
1,6,73,19,CLASS002,0.036,0,gov,STATUS008,6,DL,1,TY,0,6,35,0.171428571,8,2,-999,3
1,5,-999,11,CLASS002,0.099,0,other,STATUS008,4,DL,1,other,-999,-999,-999,-999,-999,1,-999,-999
0,8,55,8,CLASS002,1.718,0,network,STATUS007,6,DL,1,TY,0,9,15,0.6,43,2,2,0
0,4,-999,25,CLASS002,0.033,0,interior,STATUS008,6,DL,1,TY,-999,-999,-999,-999,-999,1,6,0
0,1,65,6,CLASS002,0.11,0,train,STATUS007,6,DL,1,LH,0,1,3,0.333333333,1,3,-999,-999
0,1,65,2,CLASS002,0.471,0,leave,STATUS007,6,DL,1,ZH,0,2,5,0.4,4,1,-999,-999
0,44,18,19,CLASS002,0.068,1,recommend,STATUS007,9,DL,1,other,3,42,142,0.295774648,599,15,-999,3
0,1,57,6,CLASS002,0.107,0,train,STATUS006,11,DL,1,LH,0,1,1,1,1,1,-999,-999
0,1,57,0,CLASS002,1.723,0,transfer,STATUS008,3,DL,1,GL,0,1,1,1,2,2,-999,-999
1,18,52,22,CLASS002,0.551,0,society,STATUS008,11,DL,1,TY,0,19,66,0.287878788,403,9,4,2
0,2,61,11,CLASS007,13.652,0,talent,STATUS007,21,IDL,0,other,0,3,5,0.6,3,2,-999,1
0,97,5,47,CLASS002,7.493,1,society,STATUS007,18,IDL,0,other,5,153,275,0.556363636,1852,29,14,1
0,4,65,11,CLASS002,2.647,0,train,STATUS008,18,DL,1,LH,0,0,1,0,0,1,-999,3
1,2,32,10,CLASS002,0.573,0,other,STATUS008,6,DL,1,other,1,29,77,0.376623377,80,6,-999,-999
1,19,61,28,CLASS002,0.099,0,other,STATUS008,1,DL,1,other,0,1,2,0.5,2,2,-999,13
1,1,67,0,CLASS002,0.915,0,interior,STATUS008,18,DL,1,other,0,4,11,0.363636364,10,1,-999,-999
0,2,80,12,CLASS002,0.134,1,self_recruitment,STATUS008,18,DL,1,LH,0,2,15,0.133333333,3,5,2,0
0,1,84,0,CLASS002,0.479,0,interior,STATUS008,6,DL,1,GL,0,0,6,0,0,1,-999,-999
1,3,71,10,CLASS002,0.11,0,other,STATUS008,1,DL,1,other,0,8,52,0.153846154,494,2,2,0
0,35,69,17,CLASS002,1.879,0,interior,STATUS004,7,IDL,0,ZH,0,2,7,0.285714286,3,4,2,1
1,1,57,6,CLASS002,0.784,0,recruit,STATUS006,17,DL,1,other,0,2,2,1,2,1,-999,-999
1,1,63,6,CLASS002,0.937,0,center,STATUS008,11,DL,1,ZH,0,2,4,0.5,4,1,-999,-999
1,14,-999,51,CLASS002,0.047,0,other,STATUS008,1,DL,1,other,-999,-999,-999,-999,-999,1,12,0
0,11,60,13,CLASS002,0.058,0,gov,STATUS008,6,DL,1,TY,0,2,3,0.666666667,7,1,2,0
1,1,50,0,CLASS002,0.104,0,other,STATUS008,1,DL,1,other,1,3,3,1,8,1,-999,-999
1,6,23,16,CLASS002,0.282,0,interior,STATUS008,1,DL,1,other,2,22,25,0.88,311,4,-999,-999
1,1,57,0,CLASS002,0.041,0,dispatch,STATUS008,6,DL,1,ZH,0,1,1,1,3,1,-999,-999
1,69,-999,14,CLASS002,0.036,0,other,STATUS008,1,DL,1,other,-999,-999,-999,-999,-999,1,-999,1
1,2,34,7,CLASS002,1.907,0,gov,STATUS008,10,IDL,0,TY,1,14,22,0.636363636,16,1,-999,1
1,7,48,29,CLASS002,0.784,0,train,STATUS006,11,DL,1,LH,0,12,15,0.8,31,2,2,2
1,4,65,15,CLASS002,0.373,0,interior,STATUS008,6,DL,1,other,0,0,1,0,0,1,-999,-999
0,1,63,0,CLASS002,0.66,0,center,STATUS008,11,DL,1,ZH,0,2,4,0.5,3,1,-999,-999
1,47,47,46,CLASS002,0.058,1,gov,STATUS007,6,DL,1,TY,0,22,62,0.35483871,199,17,6,20
1,68,44,34,CLASS003,2.951,1,other,STATUS008,6,DL,1,LH,0,28,96,0.291666667,528,21,10,4
0,11,57,13,CLASS002,0.403,0,train,STATUS004,11,DL,1,LH,0,1,1,1,1,4,2,1
1,1,65,8,CLASS002,0.351,0,gov,STATUS006,6,DL,1,TY,0,1,3,0.333333333,1,1,-999,-999
0,47,10,66,CLASS003,7.51,0,network,STATUS008,3,DL,1,ZH,2,110,268,0.410447761,195,15,20,5
0,11,57,31,CLASS002,1.937,0,gov,STATUS007,6,DL,1,ZH,0,2,2,1,7,5,4,0
1,20,-999,25,CLASS002,0.074,0,other,STATUS008,9,DL,1,ZH,-999,-999,-999,-999,-999,1,2,0
1,1,57,6,CLASS002,0.373,0,dispatch,STATUS008,6,DL,1,TY,0,1,1,1,1,1,-999,-999
1,28,50,39,CLASS002,0.003,1,interior,STATUS008,1,DL,1,other,0,15,30,0.5,225,6,6,1
0,6,4,12,CLASS002,0.134,0,other,STATUS008,4,DL,1,other,5,63,136,0.463235294,157,1,-999,1
0,3,59,11,CLASS002,0.063,0,interior,STATUS008,1,DL,1,other,0,3,4,0.75,6,1,-999,1
1,46,39,77,CLASS002,1.918,1,school,STATUS008,11,DL,1,TY,1,23,83,0.277108434,211,18,4,3
1,21,58,25,CLASS002,0.011,0,other,STATUS008,1,DL,1,other,0,4,5,0.8,246,2,2,3
1,77,24,78,CLASS002,0.085,1,center,STATUS007,6,DL,1,other,0,55,111,0.495495495,1162,21,2,7
1,5,47,22,CLASS002,1.178,0,recommend,STATUS007,18,DL,1,other,1,4,5,0.8,76,3,6,0
1,4,77,23,CLASS002,0.066,0,interior,STATUS007,6,DL,1,TY,0,1,8,0.125,2,2,0,0
0,31,18,28,CLASS002,4.699,0,self,STATUS008,19,DL,1,ZH,2,55,177,0.310734463,243,7,4,12
0,1,-999,0,CLASS002,0.058,0,interior,STATUS006,6,DL,1,TY,-999,-999,-999,-999,-999,1,-999,-999
0,31,65,20,CLASS002,0.058,0,interior,STATUS008,6,DL,1,TY,0,0,1,0,0,2,-999,2
1,29,52,12,CLASS002,0.121,0,other,STATUS008,6,DL,1,other,0,11,17,0.647058824,31,1,-999,1
1,91,-999,20,CLASS002,0.34,1,train,STATUS006,6,DL,1,LH,-999,-999,-999,-999,-999,1,4,3
1,2,64,6,CLASS002,0.668,0,other,STATUS008,11,DL,1,LH,0,4,9,0.444444444,31,1,-999,-999
1,2,55,12,CLASS002,0.312,0,train,STATUS006,6,DL,1,LH,0,5,5,1,13,1,0,0
0,148,9,66,CLASS005,5.567,1,center,STATUS006,21,DL,1,other,1,148,314,0.47133758,318,18,14,2
0,27,78,51,CLASS002,0.068,0,dispatch,STATUS006,6,DL,1,TY,0,3,17,0.176470588,544,7,22,9
1,1,57,48,CLASS002,0.022,0,other,STATUS008,1,DL,1,other,0,1,1,1,3,1,-999,-999
0,96,6,52,CLASS007,5.46,1,talent,STATUS008,21,DL,1,other,1,161,256,0.62890625,1861,53,10,7
0,13,-999,10,CLASS002,0.967,0,train,STATUS007,9,DL,1,LH,-999,-999,-999,-999,-999,1,2,0
0,1,57,0,CLASS002,0.052,0,center,STATUS007,17,DL,1,other,0,1,1,1,6,1,-999,-999
0,1,-999,0,CLASS002,0.016,0,other,STATUS008,1,DL,1,other,-999,-999,-999,-999,-999,1,-999,-999
0,23,-999,15,CLASS002,0.038,1,interior,STATUS006,6,DL,1,GL,-999,-999,-999,-999,-999,1,-999,4
1,18,13,46,CLASS002,0.093,1,other,STATUS008,1,DL,1,other,6,283,980,0.28877551,646,9,-999,9
1,2,71,9,CLASS002,0.038,0,interior,STATUS007,1,DL,1,other,0,0,2,0,0,1,-999,1
1,47,-999,16,CLASS002,0.022,1,interior,STATUS008,1,DL,1,other,-999,-999,-999,-999,-999,1,2,3
1,16,69,31,CLASS002,0.825,1,other,STATUS008,10,DL,1,other,0,6,23,0.260869565,223,5,12,7
0,26,32,23,CLASS002,0.022,1,self,STATUS007,6,DL,1,GL,1,22,43,0.511627907,91,30,2,1
0,23,1,28,CLASS002,0.003,1,leave,STATUS005,6,DL,1,ZH,15,198,326,0.607361963,934,29,8,0
1,32,69,37,CLASS003,5.373,0,other,STATUS008,6,DL,1,other,0,7,32,0.21875,403,8,0,13
0,33,32,41,CLASS002,0.011,0,other,STATUS008,1,DL,1,other,1,28,75,0.373333333,169,7,4,2
0,39,7,47,CLASS011,17.066,1,other,STATUS003,21,IDL,0,other,2,299,532,0.562030075,4129,17,10,5
1,3,0,22,CLASS002,0.014,0,other,STATUS008,1,DL,1,other,2,75,132,0.568181818,419,11,-999,2
1,14,36,26,CLASS002,0.041,1,other,STATUS008,1,DL,1,other,1,12,20,0.6,15,5,-999,6
0,62,62,59,CLASS003,4.386,0,other,STATUS007,18,DL,1,other,0,12,55,0.218181818,588,12,10,13
1,2,54,18,CLASS002,0.019,1,leave,STATUS007,6,DL,1,ZH,0,11,21,0.523809524,34,9,-999,-999
0,1,60,20,CLASS002,0.564,0,train,STATUS007,4,DL,1,GL,0,2,3,0.666666667,14,1,-999,-999
1,17,60,40,CLASS002,0.458,0,dispatch,STATUS008,6,DL,1,GL,0,2,3,0.666666667,6,2,0,0
1,26,57,46,CLASS002,0.06,1,other,STATUS008,6,DL,1,GL,0,1,1,1,8,1,12,6
1,81,31,73,CLASS002,2.838,1,school,STATUS008,17,DL,1,TY,0,41,88,0.465909091,582,9,4,10
0,31,18,34,CLASS002,0.003,1,leave,STATUS005,6,DL,1,ZH,2,43,95,0.452631579,770,14,10,8
0,22,63,28,CLASS002,0.003,0,train,STATUS008,21,IDL,0,LH,0,2,4,0.5,5,4,2,4
1,107,-999,15,CLASS002,0.038,1,other,STATUS008,1,DL,1,other,-999,-999,-999,-999,-999,1,2,0
0,1,-999,6,CLASS002,0.425,0,center,STATUS008,4,DL,1,ZH,-999,-999,-999,-999,-999,1,-999,-999
0,1,57,0,CLASS002,1.282,0,self,STATUS007,6,DL,1,ZH,0,2,2,1,5,1,-999,-999
0,13,60,24,CLASS002,2.027,0,network,STATUS008,6,DL,1,TY,0,4,6,0.666666667,5,4,0,2
0,2,65,8,CLASS002,0.31,0,train,STATUS008,11,DL,1,LH,0,0,1,0,0,1,2,0
0,62,57,21,CLASS002,0.652,1,interior,STATUS008,6,DL,1,other,0,11,26,0.423076923,583,18,-999,1
0,226,7,76,CLASS006,1.614,1,network,STATUS003,21,IDL,0,TY,0,106,177,0.598870056,7369,41,22,20
0,1,65,11,CLASS002,9.63,0,train,STATUS007,9,DL,1,GL,0,2,5,0.4,5,1,-999,-999
1,7,65,28,CLASS002,0.101,0,center,STATUS008,6,DL,1,other,0,3,7,0.428571429,4,3,2,1
0,9,60,34,CLASS005,8.551,0,train,STATUS007,21,DL,1,GL,0,2,3,0.666666667,3,1,2,2
0,3,55,8,CLASS002,1.077,0,other,STATUS007,6,DL,1,other,0,5,5,1,6,1,2,0
0,2,37,8,CLASS002,1.356,0,dispatch,STATUS007,6,DL,1,TY,1,11,18,0.611111111,35,2,2,0
0,15,57,19,CLASS002,0.132,1,train,STATUS008,17,DL,1,LH,0,1,1,1,1,1,-999,1
0,2,71,12,CLASS002,0.595,0,society,STATUS008,11,DL,1,TY,0,1,5,0.2,2,1,0,0
0,3,57,18,CLASS002,0.896,0,interior,STATUS006,13,IDL,0,LH,0,14,47,0.29787234,211,13,-999,-999
1,1,59,2,CLASS002,0.351,0,interior,STATUS008,4,DL,1,other,0,6,10,0.6,42,1,-999,-999
1,27,-999,15,CLASS002,0.364,1,gov,STATUS008,6,DL,1,TY,-999,-999,-999,-999,-999,1,2,0
0,14,57,35,CLASS002,0.838,0,leave,STATUS007,14,IDL,0,ZH,0,2,2,1,4,3,4,0
1,1,65,8,CLASS002,0.258,0,other,STATUS008,1,DL,1,other,0,0,1,0,0,2,2,0
1,50,17,54,CLASS002,0.208,0,society,STATUS008,11,DL,1,TY,1,70,199,0.351758794,1566,26,20,5
0,3,57,11,CLASS002,0.63,0,interior,STATUS008,6,DL,1,GL,0,1,1,1,1,1,-999,-999
1,2,-999,53,CLASS002,0.34,0,other,STATUS008,18,IDL,0,other,-999,-999,-999,-999,-999,1,-999,-999
0,59,63,24,CLASS002,0.11,1,other,STATUS008,6,DL,1,LH,0,4,8,0.5,28,9,2,2
